num|DIRECCION|CALLE|COMUNA|REGION
1122|VILLA SAN FCO BLOCK 13 DPTO 21,0,Lib. Gr|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
1123|CARLOS ACHARAN ARCE PASAJE 12 SN,0,Los L|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1124|LAS MARGARITAS,1885,Valparaíso|LAS MARGARITAS|['QUILPUE', 'SAN ANTONIO', 'VINA DEL MAR', 'LOS ANDES', 'PUCHUNCAVI', 'SAN FELIPE', 'QUINTERO', 'EL QUISCO', 'CALERA', 'QUILLOTA', 'EL TABO']|VALPARAISO
1125|AVENIDA EDMUNDO PEREZ ZUJOVIC, 5490, ANTOFAGASTA, Antofagasta|AVENIDA EDMUNDO PEREZ ZUJOVIC|ANTOFAGASTA|ANTOFAGASTA
1126|PASAJE SEIS ORIENTE, 1281, CHILLAN, Ñuble|DIRECCIÓN DESCONOCIDA|CHILLAN VIEJO|NUBLE
1127|PEDRO FONTOVA 5687,0,Metropolitana de Sa|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1128|CAUPOLICAN,1271,Atacama|CAUPOLICAN|['DIEGO DE ALMAGRO', 'VALLENAR', 'CHANARAL', 'COPIAPO', 'CALDERA', 'HUASCO']|ATACAMA
1129|OBISPO LAVE,1142,Tarapacá|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|TARAPACA
1130|CHACABUCO,1496,Biobío|CHACABUCO|['LOS ANGELES', 'PENCO', 'CORONEL', 'TOME', 'TALCAHUANO', 'LOTA', 'YUMBEL', 'CANETE', 'LEBU', 'CONCEPCION', 'ARAUCO', 'LAJA', 'CURANILAHUE']|BIO BIO
1131|PASAJE JUAN CHOAGODA,0298,Metropolitana |DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1132|VILLA SAN FCO BLOCK 13 DPTO 21,0,Lib. Gr|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
1133|GUILLERMO MURILLO,sn,Valparaíso|GUILLERMO MURILLO|['VALPARAISO']|VALPARAISO
1134|PANAMERICANA SUR 21 ORIENTE 10 SUR A,272|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1135|ESTRAUSS,1273,Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1136|ESCUADRA NACIONAL,061,Metropolitana de S|ESCUADRA NACIONAL|['MAIPU', 'RENCA']|METROPOLITANA DE SANTIAGO
1137|PASAJE ACEBIO,7442,Metropolitana de Sant|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1138|VOLCAN PARINOCOTA,0472,La Araucanía|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LA ARAUCANIA
1139|SOTO,169,Biobío|SOTO|['MULCHEN']|BIO BIO
1140|CANCHA RAYADA 1272,0,Los Lagos|CANCHA RAYADA|['CASTRO', 'PUERTO MONTT', 'PURRANQUE']|LOS LAGOS
1141|LAGO TODOS LOS SANTOS,1470,1,Biobío|LAGO TODOS LOS SANTOS|['CORONEL', 'TUCAPEL', 'LOS ANGELES']|BIO BIO
1142|LAS ROJAS PARTE ALTA SN,0,Coquimbo|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|COQUIMBO
1143|EL AMANECER,9716,Metropolitana de Santia|AMANECER|['CALERA DE TANGO', 'PENALOLEN', 'LO BARNECHEA']|METROPOLITANA DE SANTIAGO
1144|SECTOR QUIDICO,sn,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
1145|LA CHIMBA,sn,Coquimbo|LA CHIMBA|['OVALLE']|COQUIMBO
1146|PASAJE EL ROBLE,57,Valparaíso|PASAJE EL ROBLE|['EL TABO', 'ALGARROBO', 'LA CRUZ', 'VILLA ALEMANA', 'LLAILLAY', 'QUILLOTA']|VALPARAISO
1147|DANIEL VERNALES,17,Lib. Gral. Bernardo O|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
1148|EL KILO,5318,Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1149|PJE CAMILO ENRIQUES,0,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
1150|SOTO,169,Biobío|SOTO|['MULCHEN']|BIO BIO
1151|CANCHA RAYADA 1272,0,Los Lagos|CANCHA RAYADA|['CASTRO', 'PUERTO MONTT', 'PURRANQUE']|LOS LAGOS
1152|LAGO TODOS LOS SANTOS,1470,1,Biobío|LAGO TODOS LOS SANTOS|['CORONEL', 'TUCAPEL', 'LOS ANGELES']|BIO BIO
1153|LAS ROJAS PARTE ALTA SN,0,Coquimbo|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|COQUIMBO
1154|EL AMANECER,9716,Metropolitana de Santia|AMANECER|['CALERA DE TANGO', 'PENALOLEN', 'LO BARNECHEA']|METROPOLITANA DE SANTIAGO
1155|CHORRILLO,51,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
1156|ESTERO COLCURA,0268,Metropolitana de San|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1157|PASAJE TRES, 1963, COPIAPO, Atacama|PASAJE TRES|COPIAPO|ATACAMA
1158|EL KILO,5318,Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1159|FREIRINA,942,Atacama|FREIRINA|['CALDERA']|ATACAMA
1160|CERRILLOS,1120,La Araucanía|LOS CERRILLOS|['LAUTARO']|LA ARAUCANIA
1161|CATEDRAL,2916,DEPTO E42,Metropolitana de|CATEDRAL|['LO PRADO', 'QUINTA NORMAL', 'SANTIAGO']|METROPOLITANA DE SANTIAGO
1162|ARTURO PRATT,1147,Lib. Gral. Bernardo O'|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
1163|JUAN ANDRES,01110,Metropolitana de Santi|JUAN ANDRES|['LAMPA']|METROPOLITANA DE SANTIAGO
1164|PASAJE 27 CASA 57,0,Biobío|PASAJE EL RIO|['CANETE']|BIO BIO
1165|SAN IGNACIO,409,Metropolitana de Santiag|SAN IGNACIO|['MAIPU', 'SAN MIGUEL', 'SAN BERNARDO', 'PUDAHUEL', 'PADRE HURTADO', 'LA PINTANA', 'QUILICURA', 'CALERA DE TANGO', 'BUIN']|METROPOLITANA DE SANTIAGO
1166|BRUCELAS,908,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
1167|CHUQUICAMATA,1681,Coquimbo|CHUQUICAMATA|['ANDACOLLO', 'ILLAPEL']|COQUIMBO
1168|DIEGO ZENTENO,237,Metropolitana de Santi|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1169|RIO LAUCA,856,Antofagasta|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|ANTOFAGASTA
1170|ISABEL BRAVO,620,Metropolitana de Santia|ISABEL BRAVO|['LA PINTANA']|METROPOLITANA DE SANTIAGO
1171|SANTA ROSA,1642,Metropolitana de Santiag|SANTA ROSA|['PUDAHUEL', 'PENAFLOR', 'LAMPA', 'CERRO NAVIA']|METROPOLITANA DE SANTIAGO
1172|CALLE HERMANOS CARRERA,115,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
1173|PASAJE BAQUEDANO,1716,Antofagasta|PASAJE BAQUEDANO|['ANTOFAGASTA']|ANTOFAGASTA
1174|EJERCITO DE CHILE,19,Maule|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|MAULE
1175|MAJAS,10762,Metropolitana de Santiago|MAJAS|['LA PINTANA']|METROPOLITANA DE SANTIAGO
1176|LATORRE 70,11,Valparaíso|LATORRE|['VALPARAISO', 'PUCHUNCAVI', 'LOS ANDES', 'QUILLOTA', 'VINA DEL MAR']|VALPARAISO
1177|PJE ESTERO GACITUA,60,Metropolitana de S|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1178|QUILLECO,11988,Metropolitana de Santiago|QUILLECO|['EL BOSQUE', 'PUDAHUEL']|METROPOLITANA DE SANTIAGO
1179|DOS SUR POB BERNARDO RETAMAL,36,Lib. Gra|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
1180|PANTALEON CORTEZ,1515,Metropolitana de S|PANTALEON CORTEZ|['QUINTA NORMAL']|METROPOLITANA DE SANTIAGO
1181|ESTERO LOS COIPOS 3419,0,Metropolitana d|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1182|LAGO HUICHNEL,48,Los Lagos|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LOS LAGOS
1183|POBLAC SN LUIS CALLE SNPEDRO 850,0,Los L|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1184|POB TTE MERINO UNO PJE 32,2051,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
1185|27 ORIENTE 10 SUR,168,Maule|VEINTISIETE ORIENTE|['TALCA']|MAULE
1186|CONSTANTINOPLA,16231,Metropolitana de Sa|CONSTANTINOPLA|['MAIPU']|METROPOLITANA DE SANTIAGO
1187|LAS PALMERAS,976,Valparaíso|LAS PALMERAS|['QUINTERO', 'SAN ANTONIO', 'CALLE LARGA', 'PUCHUNCAVI', 'RINCONADA', 'EL QUISCO', 'CARTAGENA', 'HIJUELAS', 'PUTAENDO', 'EL TABO', 'SANTA MARIA', 'LLAILLAY']|VALPARAISO
1188|MANUIEL RODRIGUEZ,188,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
1189|JULIO MONTT SALAMANCA,84,Biobío|JULIO MONTT SALAMANCA|['CURANILAHUE', 'ARAUCO']|BIO BIO
1190|NUEVA EXTREMADURA,4448,DP 33 B,Metropoli|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1191|HACIENDA MONTALVAN,1633,Metropolitana de|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1192|NORMANDIA, 1965, 33200516, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1193|StreetName0, 1230, Depart0, Block0, 4, BaBarrio, Antofagasta|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|ANTOFAGASTA
1194|StreetName0, 1230, Depart0, Block0, 4, BaBarrio, Antofagasta|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|ANTOFAGASTA
1195|StreetName0, 1230, Depart0, Block0, 4, BaBarrio, Antofagasta|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|ANTOFAGASTA
1196|StreetName0, 1230, Depart0, Block0, 4, BaBarrio, Antofagasta|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|ANTOFAGASTA
1197|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
1198|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
1199|SEMINARIO, 385, PROVIDENCIA, Metropolitana de Santiago|SEMINARIO|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1200|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1201|CRESCENCIO SOTO VARGAS, 2870, 2401573, PUNTA ARENAS, Magallanes y de la Antártica Chilena|CRESCENCIO SOTO VARGAS|PUNTA ARENAS|MAGALLANES Y DE LA ANTARTICA CHILENA
1202|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1203|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1204|ANIBAL PINTO, 458, 34300734, CALERA, Valparaíso|ANIBAL PINTO|CALERA|VALPARAISO
1205|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
1206|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1207|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1208|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
1209|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1210|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1211|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1212|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1213|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1214|TENGLO,5940,Antofagasta|TENGLO|['ANTOFAGASTA']|ANTOFAGASTA
1215|VILLA LA PALMA PJE DOS CASA 22,0,Lib. Gr|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
1216|LONCOMILLA 4191,4143,Tarapacá|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|TARAPACA
1217|OJOS DE AGUA,2106,Valparaíso|OJOS DE AGUA|['QUILPUE', 'VILLA ALEMANA']|VALPARAISO
1218|BORDES COSTEROS,723,Biobío|BORDES COSTEROS|['CORONEL']|BIO BIO
1219|MERCED ORIENTE,275,Valparaíso|MERCED ORIENTE|['VINA DEL MAR']|VALPARAISO
1220|ABASOLO, 120, VALPARAISO, Valparaíso|ABASOLO|VALPARAISO|VALPARAISO
1221|AVENIDA ALONSO DE ERCILLA, 463, CHILLAN, Ñuble|DIRECCIÓN DESCONOCIDA|CHILLAN VIEJO|NUBLE
1222|SAN ANTONIO,0,Los Lagos|SAN ANTONIO|['ANCUD', 'PUERTO MONTT', 'OSORNO']|LOS LAGOS
1223|COLLIMALLIN,01348,La Araucanía|COLLIMALLIN|['TEMUCO']|LA ARAUCANIA
1224|TENGLO,5940,Antofagasta|TENGLO|['ANTOFAGASTA']|ANTOFAGASTA
1225|VILLA LA PALMA PJE DOS CASA 22,0,Lib. Gr|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
1226|VEGA DE SALDIAS,1158,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
1227|ZAPADORES,0481,Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1228|FRANCIA,450,Valparaíso|FRANCIA|['VILLA ALEMANA', 'SAN FELIPE', 'SAN ANTONIO', 'VINA DEL MAR']|VALPARAISO
1229|PJE EL PANDO,1054,Metropolitana de Santi|PANDO|['RECOLETA']|METROPOLITANA DE SANTIAGO
1230|PSJ RUCA TALCA,588,Lib. Gral. Bernardo O|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
1231|PORTADA DEL ESTE,1326,Metropolitana de S|PORTADA DEL ESTE|['MAIPU']|METROPOLITANA DE SANTIAGO
1232|ABEL GARIBALDI,2285,Tarapacá|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|TARAPACA
1233|JUAN ANTONIO RIOS,1829,Los Lagos|JUAN ANTONIO RIOS|['FRUTILLAR']|LOS LAGOS
1234|POBL LA GRUTA,2094,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
1235|ESTACION MOLINA,37b,Metropolitana de San|LA ESTACION|['SAN BERNARDO']|METROPOLITANA DE SANTIAGO
1236|AVENIDA LIBERTADOR BERNARDO OHIGGINS, 1435, 34100359, VALPARAISO, Metropolitana de Santiago|AVENIDA LIBERTADOR BERNARDO OHIGGINS|['LO PRADO', 'ESTACION CENTRAL', 'SANTIAGO', 'TALAGANTE']|METROPOLITANA DE SANTIAGO
1237|PJE EL PANDO,1054,Metropolitana de Santi|PANDO|['RECOLETA']|METROPOLITANA DE SANTIAGO
1238|PSJ RUCA TALCA,588,Lib. Gral. Bernardo O|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LIBERTADOR GENERAL BERNARDO O HIGGINS
1239|PORTADA DEL ESTE,1326,Metropolitana de S|PORTADA DEL ESTE|['MAIPU']|METROPOLITANA DE SANTIAGO
1240|ABEL GARIBALDI,2285,Tarapacá|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|TARAPACA
1241|CERRO PROVIDENCIA,01570,Metropolitana de|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1242|BARACALDO,1240,Biobío|BARACALDO|['HUALPEN']|BIO BIO
1243|ALBERTO BLEST GANA,740,Coquimbo|ALBERTO BLEST GANA|['OVALLE', 'COQUIMBO']|COQUIMBO
1244|SIETE ORIENTE, 1164, TALCA, Maule|SIETE ORIENTE|TALCA|MAULE
1245|CHACABUCO CALLE PRINCIPAL,1341,Biobío|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|BIO BIO
1246|VILLA PORTO ALEGRE PASAJE LA PLATA,1030,|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1247|PEDRO MONTT,7413,Antofagasta|PEDRO MONTT|['ANTOFAGASTA']|ANTOFAGASTA
1248|COLO COLO,115,Biobío|COLO COLO|['TOME', 'CURANILAHUE', 'ARAUCO', 'CABRERO', 'TALCAHUANO', 'SANTA JUANA', 'LOS ALAMOS', 'CANETE', 'LEBU', 'LAJA', 'SAN PEDRO DE LA PAZ', 'HUALQUI', 'CORONEL', 'CONCEPCION', 'NACIMIENTO', 'PENCO', 'CHIGUAYANTE', 'LOS ANGELES']|BIO BIO
1249|PEDRO JIL,2381,Metropolitana de Santiago|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1250|PASAJE JOSE VIAL,0312,Metropolitana de S|PASAJE JOSE VIAL|['LA GRANJA']|METROPOLITANA DE SANTIAGO
1251|CERRO PROVIDENCIA,01570,Metropolitana de|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1252|BARACALDO,1240,Biobío|BARACALDO|['HUALPEN']|BIO BIO
1253|CALLE VELDIVIA,280,La Araucanía|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LA ARAUCANIA
1254|5 oriente,671,Maule|CINCO ORIENTE|['TALCA', 'LONGAVI']|MAULE
1255|DORADO 01756 VILLA EL TENIENTE,0,Lib. Gr|EL DORADO|['RANCAGUA', 'RENGO']|LIBERTADOR GENERAL BERNARDO O HIGGINS
1256|PASAJE MAR DE LA LUNA,549,Metropolitana |PASAJE MAR DE LA LUNA|['QUILICURA', 'PUENTE ALTO']|METROPOLITANA DE SANTIAGO
1257|PANAMERICANA NORTE,0,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
1258|GILDA 3141,0,Metropolitana de Santiago|GILDA|['RECOLETA']|METROPOLITANA DE SANTIAGO
1259|PASAJE NICASIO GALDAMES,164,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
1260|PJE COLONIA ORIENTE,3527,Antofagasta|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|ANTOFAGASTA
1261|VALDIVIA,102,Biobío|VALDIVIA|['TALCAHUANO', 'CONCEPCION', 'YUMBEL', 'TOME', 'SANTA JUANA', 'HUALQUI', 'MULCHEN', 'LOS ANGELES']|BIO BIO
1262|13 Y MEDIO ORIENTE A CON 21 NORTE,3185,M|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1263|CALLE VELDIVIA,280,La Araucanía|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|LA ARAUCANIA
1264|5 oriente,671,Maule|CINCO ORIENTE|['TALCA', 'LONGAVI']|MAULE
1265|DORADO 01756 VILLA EL TENIENTE,0,Lib. Gr|EL DORADO|['RANCAGUA', 'RENGO']|LIBERTADOR GENERAL BERNARDO O HIGGINS
1266|PASAJE MAR DE LA LUNA,549,Metropolitana |PASAJE MAR DE LA LUNA|['QUILICURA', 'PUENTE ALTO']|METROPOLITANA DE SANTIAGO
1267|BLANCO CUARTIN,92C,Metropolitana de Sant|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1268|PEQUELAS PASJE SAN REMO,428,Coquimbo|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|COQUIMBO
1269|FATIMA,030,La Araucanía|FATIMA|['GORBEA', 'TEMUCO']|LA ARAUCANIA
1270|LOS ARRAYANES,SN,Los Lagos|LOS ARRAYANES|['QUELLON', 'PUERTO MONTT', 'PUERTO VARAS', 'LOS MUERMOS', 'PURRANQUE', 'LLANQUIHUE']|LOS LAGOS
1271|AVDA EL BOSQUE SUR,90,Metropolitana de S|EL BOSQUE SUR|['LAS CONDES']|METROPOLITANA DE SANTIAGO
1272|OHIGGINS,684,Los Lagos|OHIGGINS|['CASTRO', 'PUERTO VARAS', 'QUELLON', 'DALCAHUE', 'FRUTILLAR', 'LLANQUIHUE', 'FRESIA']|LOS LAGOS
1273|PASAJE PROFESOR VILLALOBOS,550,Magallane|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1274|JOSE IGNACIO IBIETA,3304,Valparaíso|JOSE IGNACIO IBIETA|['VINA DEL MAR']|VALPARAISO
1275|JUAN GLACINOVIC,1025,Antofagasta|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|ANTOFAGASTA
1276|LUIS GONZALES,1256,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
1277|BLANCO CUARTIN,92C,Metropolitana de Sant|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|REGION DESCONOCIDA
1278|PEQUELAS PASJE SAN REMO,428,Coquimbo|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|COQUIMBO
1279|FATIMA,030,La Araucanía|FATIMA|['GORBEA', 'TEMUCO']|LA ARAUCANIA
1280|SAN MARTIN,785,Metropolitana de Santiago|SAN MARTIN|['LAMPA', 'LA GRANJA', 'SAN BERNARDO', 'PENAFLOR', 'ISLA DE MAIPO', 'PUDAHUEL', 'SANTIAGO', 'PUENTE ALTO', 'EL MONTE', 'MELIPILLA', 'PAINE', 'SAN RAMON', 'LA FLORIDA']|METROPOLITANA DE SANTIAGO
1281|CURIMON,330I,ACHUPPALLA,Valparaíso|CURIMON|['VINA DEL MAR']|VALPARAISO
1282|JUAN TOLEDO,246,Metropolitana de Santiag|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1283|LOS CAYATOS,845,Metropolitana de Santiag|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1284|PJEGALICIA,2425,Metropolitana de Santiag|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1285|AVENIDA GOMEZ CARREO,4337,Valparaíso|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|VALPARAISO
1286|PANAMA,1520,Metropolitana de Santiago|PANAMA|['LO PRADO', 'NUNOA', 'SAN RAMON', 'LA FLORIDA', 'PUENTE ALTO', 'QUILICURA', 'SAN BERNARDO']|METROPOLITANA DE SANTIAGO
1287|AVGOYCOLEA,1123,Metropolitana de Santiag|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1288|SAN JUAN,SN,Los Lagos|SAN JUAN|['PUERTO VARAS', 'PUERTO MONTT', 'OSORNO']|LOS LAGOS
1289|CORACEROS,6484,DEPTO 32,Metropolitana de|LOS CORACEROS|['LA FLORIDA', 'SAN BERNARDO']|METROPOLITANA DE SANTIAGO
1290|SAN MARTIN,785,Metropolitana de Santiago|SAN MARTIN|['LAMPA', 'LA GRANJA', 'SAN BERNARDO', 'PENAFLOR', 'ISLA DE MAIPO', 'PUDAHUEL', 'SANTIAGO', 'PUENTE ALTO', 'EL MONTE', 'MELIPILLA', 'PAINE', 'SAN RAMON', 'LA FLORIDA']|METROPOLITANA DE SANTIAGO
1291|CURIMON,330I,ACHUPPALLA,Valparaíso|CURIMON|['VINA DEL MAR']|VALPARAISO
1292|JUAN TOLEDO,246,Metropolitana de Santiag|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1293|LOS CAYATOS,845,Metropolitana de Santiag|DIRECCIÓN DESCONOCIDA|COMUNA DESCONOCIDA|METROPOLITANA DE SANTIAGO
1294|LOS APRENDICES, 10366, LA FLORIDA, Metropolitana de Santiago|LOS APRENDICES|LA FLORIDA|METROPOLITANA DE SANTIAGO
1295|LIBERTAD, 1060, SANTIAGO, Metropolitana de Santiago|LIBERTAD|SANTIAGO|METROPOLITANA DE SANTIAGO
1296|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1297|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1298|PICHIDANGUI, 1273, LAS CONDES, Metropolitana de Santiago|PICHIDANGUI|LAS CONDES|METROPOLITANA DE SANTIAGO
1299|PICHIDANGUI, 1273, LAS CONDES, Metropolitana de Santiago|PICHIDANGUI|LAS CONDES|METROPOLITANA DE SANTIAGO
1300|PICHIDANGUI, 1273, LAS CONDES, Metropolitana de Santiago|PICHIDANGUI|LAS CONDES|METROPOLITANA DE SANTIAGO
1301|NORMANDIA, 1965, 33200516, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
1302|NORMANDIA, 1965, PROVIDENCIA, Metropolitana de Santiago|NORMANDIA|PROVIDENCIA|METROPOLITANA DE SANTIAGO
